Station Name,From,FT,To,TT,PM10,PM2.5,"AT()","BP(mmHg)","SR(W/mt2)","RH(%)","WD(degree)","RF(mm)","NO(ug/m3)","NOx(ppb)","NO2(ug/m3)","NH3(ug/m3)","SO2(ug/m3)","CO(mg/m3)","Ozone(ug/m3)","Benzene()","Toluene()","Xylene()","MP-Xylene()","Eth-Xylene()"
"Alipur, Delhi - DPCC",01-Nov-2021,11:00,01-Nov-2021,12:00,349.0,139.0,29.57,992.9,555.0,43.8,109.1,0.0,2.4,20.65,35.1,2.55,15.97,0.78,46.78,1.95,22.17,4.2,,
"Alipur, Delhi - DPCC",01-Nov-2021,12:00,01-Nov-2021,13:00,284.0,145.0,30.38,992.3,537.22,40.77,103.02,0.0,1.8,15.57,26.5,2.67,13.28,0.62,65.32,3.6,19.25,3.62,,
"Alipur, Delhi - DPCC",01-Nov-2021,13:00,01-Nov-2021,14:00,296.0,147.0,31.0,991.53,465.23,39.83,92.2,0.0,1.23,13.5,23.5,2.48,13.77,0.63,75.72,2.0,14.6,2.3,,
"Alipur, Delhi - DPCC",01-Nov-2021,14:00,01-Nov-2021,15:00,249.0,128.0,30.5,990.73,361.05,40.12,88.62,0.0,1.05,13.28,23.32,2.3,12.48,0.8,76.28,2.27,13.23,2.52,,
"Alipur, Delhi - DPCC",01-Nov-2021,15:00,01-Nov-2021,16:00,206.0,97.0,29.4,990.17,241.18,43.67,101.42,0.0,0.95,11.45,20.07,2.15,10.55,0.8,67.6,2.33,11.12,1.92,,
"Alipur, Delhi - DPCC",01-Nov-2021,16:00,01-Nov-2021,17:00,222.0,91.0,26.8,990.17,105.2,49.85,81.15,0.0,0.95,14.12,25.02,2.42,10.57,0.85,52.72,1.88,9.7,2.12,,
"Alipur, Delhi - DPCC",01-Nov-2021,17:00,01-Nov-2021,18:00,202.0,88.0,23.95,990.42,15.08,54.8,73.4,0.0,0.97,19.57,35.3,2.67,18.82,1.05,47.3,1.68,9.3,1.7,,
"Alipur, Delhi - DPCC",01-Nov-2021,18:00,01-Nov-2021,19:00,361.0,145.0,21.4,991.03,4.2,61.67,80.75,0.0,0.88,27.68,50.7,2.3,20.08,1.38,29.07,1.77,18.1,2.35,,
"Alipur, Delhi - DPCC",01-Nov-2021,19:00,01-Nov-2021,20:00,372.0,196.0,20.22,991.73,4.23,65.92,83.08,0.0,2.17,36.17,64.62,2.3,19.45,1.53,13.88,1.95,25.8,2.27,,
"Alipur, Delhi - DPCC",01-Nov-2021,20:00,01-Nov-2021,21:00,401.0,227.0,19.9,992.03,4.25,66.97,79.82,0.0,3.0,43.97,76.55,2.8,18.38,1.55,6.8,2.15,31.7,2.8,,
"Alipur, Delhi - DPCC",01-Nov-2021,21:00,01-Nov-2021,22:00,416.0,246.0,19.02,992.58,4.33,70.22,80.28,0.0,6.53,47.55,79.38,2.77,18.48,1.62,3.95,2.6,35.75,3.58,,
"Alipur, Delhi - DPCC",01-Nov-2021,22:00,01-Nov-2021,23:00,560.0,256.0,19.73,992.72,4.35,67.85,71.07,0.0,5.2,42.9,72.62,2.65,21.0,1.52,4.0,2.3,39.27,4.08,,
"Alipur, Delhi - DPCC",01-Nov-2021,23:00,02-Nov-2021,00:00,516.0,260.0,18.88,992.55,4.33,70.1,63.25,0.0,5.05,40.62,68.65,2.8,26.93,1.45,3.58,1.82,36.95,4.42,,
"Alipur, Delhi - DPCC",02-Nov-2021,00:00,02-Nov-2021,01:00,434.0,271.0,17.67,992.67,4.33,74.25,56.92,0.0,1.98,33.45,59.95,2.6,18.57,1.23,4.72,1.8,33.23,3.65,,
"Alipur, Delhi - DPCC",02-Nov-2021,01:00,02-Nov-2021,02:00,305.0,223.0,17.1,992.73,4.35,78.05,55.2,0.0,1.42,26.65,47.88,2.33,12.88,1.2,8.3,2.3,29.6,3.03,,
"Alipur, Delhi - DPCC",02-Nov-2021,02:00,02-Nov-2021,03:00,294.0,213.0,17.17,992.6,4.28,77.75,63.45,0.0,2.8,28.1,48.5,2.4,10.8,1.0,7.78,3.05,24.65,2.4,,
"Alipur, Delhi - DPCC",02-Nov-2021,03:00,02-Nov-2021,04:00,273.0,182.0,16.9,992.25,4.28,78.45,56.32,0.0,1.43,24.62,44.13,2.25,9.88,1.1,7.2,2.35,20.73,2.2,,
"Alipur, Delhi - DPCC",02-Nov-2021,04:00,02-Nov-2021,05:00,262.0,199.0,16.58,992.42,4.27,79.03,56.65,0.0,1.2,22.08,39.67,2.18,9.7,1.08,7.95,1.85,17.38,1.45,,
"Alipur, Delhi - DPCC",02-Nov-2021,05:00,02-Nov-2021,06:00,240.0,175.0,16.32,993.1,4.25,79.25,70.68,0.0,1.2,22.6,40.67,2.12,7.97,1.02,7.33,1.5,14.88,1.65,,
"Alipur, Delhi - DPCC",02-Nov-2021,06:00,02-Nov-2021,07:00,235.0,177.0,15.55,993.65,9.28,82.7,54.3,0.0,1.33,20.5,36.48,2.23,8.15,1.1,7.15,1.45,12.35,1.38,,
"Alipur, Delhi - DPCC",02-Nov-2021,07:00,02-Nov-2021,08:00,226.0,180.0,16.77,994.4,71.93,79.15,67.38,0.0,2.85,20.4,34.05,2.15,8.0,1.1,6.95,1.75,10.95,1.43,,
"Alipur, Delhi - DPCC",02-Nov-2021,08:00,02-Nov-2021,09:00,290.0,197.0,19.85,994.85,205.85,71.1,71.08,0.0,5.22,24.03,37.2,2.3,10.85,1.22,9.68,1.55,10.25,1.25,,
"Alipur, Delhi - DPCC",02-Nov-2021,09:00,02-Nov-2021,10:00,295.0,224.0,23.38,995.2,345.48,62.73,97.55,0.0,4.42,26.88,43.72,2.45,19.0,1.43,21.85,1.75,10.97,1.6,,
"Alipur, Delhi - DPCC",02-Nov-2021,10:00,02-Nov-2021,11:00,388.0,260.0,26.95,995.25,446.95,52.75,102.67,0.0,2.98,25.62,43.6,2.4,22.7,1.2,39.9,1.33,11.12,1.5,,
"Alipur, Delhi - DPCC",02-Nov-2021,11:00,02-Nov-2021,12:00,313.67,133.67,28.47,994.8,560.17,46.13,141.7,0.0,1.77,13.7,22.97,2.17,14.63,0.77,53.0,1.23,10.43,1.67,,
"Alipur, Delhi - DPCC",02-Nov-2021,12:00,02-Nov-2021,13:00,222.75,97.5,29.5,994.05,567.52,44.95,126.18,0.0,1.3,11.77,20.15,2.1,13.18,0.75,60.2,1.6,9.18,1.52,,
"Alipur, Delhi - DPCC",02-Nov-2021,13:00,02-Nov-2021,14:00,212.25,102.0,29.65,993.0,460.47,45.67,112.8,0.0,1.42,13.72,23.67,2.15,12.97,0.8,64.18,2.2,8.08,1.23,,
"Alipur, Delhi - DPCC",02-Nov-2021,14:00,02-Nov-2021,15:00,233.5,108.0,29.73,992.45,354.68,45.75,99.98,0.0,1.32,13.82,23.9,2.15,12.57,0.88,64.63,1.93,7.57,1.18,,
"Alipur, Delhi - DPCC",02-Nov-2021,15:00,02-Nov-2021,16:00,219.0,96.5,28.85,992.15,218.47,47.0,89.3,0.0,0.95,12.15,21.38,2.0,11.0,0.8,59.83,2.02,6.6,1.38,,
"Alipur, Delhi - DPCC",02-Nov-2021,16:00,02-Nov-2021,17:00,217.5,89.25,26.55,992.15,89.9,51.85,85.32,0.0,1.12,12.3,21.38,1.95,10.8,0.85,53.05,1.57,6.35,1.17,,
"Alipur, Delhi - DPCC",02-Nov-2021,17:00,02-Nov-2021,18:00,244.25,92.25,22.77,992.2,13.05,62.08,82.12,0.0,0.8,14.9,26.73,2.02,11.47,0.93,40.88,1.45,5.53,1.07,,
"Alipur, Delhi - DPCC",02-Nov-2021,18:00,02-Nov-2021,19:00,239.0,111.5,21.07,992.55,4.3,68.72,79.43,0.0,1.27,25.6,46.23,2.25,11.22,1.17,24.12,1.23,5.75,0.9,,
"Alipur, Delhi - DPCC",02-Nov-2021,19:00,02-Nov-2021,20:00,293.75,162.0,20.5,993.1,4.3,69.3,75.72,0.0,1.15,36.13,65.8,2.45,12.05,1.43,13.33,1.03,10.6,1.7,,
"Alipur, Delhi - DPCC",02-Nov-2021,20:00,02-Nov-2021,21:00,374.25,209.25,19.53,993.32,4.35,73.58,81.0,0.0,1.57,35.83,64.1,2.52,12.47,1.55,6.75,1.48,27.8,2.55,,
"Alipur, Delhi - DPCC",02-Nov-2021,21:00,02-Nov-2021,22:00,363.5,235.0,18.73,993.82,4.3,78.5,33.77,0.0,2.3,35.12,62.5,2.55,11.53,1.6,3.55,1.95,36.75,2.97,,
"Alipur, Delhi - DPCC",02-Nov-2021,22:00,02-Nov-2021,23:00,367.0,239.5,18.48,993.83,4.33,77.75,63.3,0.0,15.27,47.73,66.25,2.7,12.27,1.73,2.75,2.2,38.22,3.72,,
"Alipur, Delhi - DPCC",02-Nov-2021,23:00,03-Nov-2021,00:00,380.75,237.5,18.27,993.98,4.3,78.58,64.02,0.0,5.08,35.8,59.55,2.63,9.8,1.5,2.9,2.5,36.3,3.8,,
"Alipur, Delhi - DPCC",03-Nov-2021,00:00,03-Nov-2021,01:00,317.5,215.5,18.5,993.75,4.3,77.85,35.55,0.0,3.65,31.42,53.52,2.3,15.73,1.35,2.72,3.5,30.02,3.2,,
"Alipur, Delhi - DPCC",03-Nov-2021,01:00,03-Nov-2021,02:00,301.25,212.0,18.2,993.35,4.25,78.2,97.43,0.0,5.6,33.27,53.92,2.02,11.53,1.3,2.5,2.65,23.98,2.45,,
"Alipur, Delhi - DPCC",03-Nov-2021,02:00,03-Nov-2021,03:00,308.75,228.25,17.62,993.1,4.3,82.03,92.25,0.0,11.0,41.2,60.6,2.7,7.9,1.4,2.68,2.25,19.15,2.05,,
"Alipur, Delhi - DPCC",03-Nov-2021,03:00,03-Nov-2021,04:00,335.5,248.0,18.17,993.02,4.17,81.0,74.33,0.0,12.93,40.95,57.28,2.48,8.72,1.48,2.77,2.2,16.7,1.95,,
"Alipur, Delhi - DPCC",03-Nov-2021,04:00,03-Nov-2021,05:00,339.0,258.5,17.05,993.25,4.18,84.42,78.7,0.0,24.45,52.17,60.65,2.2,7.93,1.58,3.75,2.02,16.7,2.2,,
"Alipur, Delhi - DPCC",03-Nov-2021,05:00,03-Nov-2021,06:00,270.25,215.75,16.43,993.6,4.07,85.4,66.3,0.0,13.25,40.4,55.6,2.25,7.48,1.25,3.6,2.55,17.07,2.35,,
"Alipur, Delhi - DPCC",03-Nov-2021,06:00,03-Nov-2021,07:00,201.5,177.0,15.77,994.27,9.3,86.82,66.1,0.0,2.9,23.95,40.5,2.23,5.58,1.02,3.23,1.52,15.7,2.77,,
"Alipur, Delhi - DPCC",03-Nov-2021,07:00,03-Nov-2021,08:00,202.25,171.75,17.05,995.05,63.45,83.93,40.5,0.0,12.47,33.0,42.97,1.93,5.75,1.17,3.58,1.47,13.43,2.3,,
"Alipur, Delhi - DPCC",03-Nov-2021,08:00,03-Nov-2021,09:00,286.25,219.25,19.98,995.45,183.7,72.68,58.2,0.0,11.68,36.65,51.08,2.52,12.35,1.37,6.5,1.42,13.65,2.22,,
"Alipur, Delhi - DPCC",03-Nov-2021,09:00,03-Nov-2021,10:00,356.0,273.5,23.1,995.9,331.68,64.4,66.32,0.0,5.67,28.3,44.52,2.48,21.3,1.3,15.65,1.58,13.6,2.02,,
"Alipur, Delhi - DPCC",03-Nov-2021,10:00,03-Nov-2021,11:00,347.75,261.5,25.68,995.92,390.55,57.07,81.62,0.0,3.23,23.83,39.85,2.4,21.4,1.23,34.48,1.7,13.38,1.48,,
"Alipur, Delhi - DPCC",03-Nov-2021,11:00,03-Nov-2021,12:00,331.25,231.25,27.48,995.05,482.83,53.18,87.03,0.0,2.12,25.15,44.08,2.15,21.85,1.38,57.55,3.15,12.32,2.2,,
"Alipur, Delhi - DPCC",03-Nov-2021,12:00,03-Nov-2021,13:00,361.25,231.0,28.75,993.75,498.93,50.35,90.65,0.0,1.85,24.45,43.15,2.7,28.03,1.35,75.47,2.97,11.5,1.7,,
"Alipur, Delhi - DPCC",03-Nov-2021,13:00,03-Nov-2021,14:00,357.25,205.25,29.38,992.5,407.5,47.95,83.65,0.0,1.32,20.52,36.6,2.33,21.85,1.27,83.57,2.98,11.25,2.05,,
"Alipur, Delhi - DPCC",03-Nov-2021,14:00,03-Nov-2021,15:00,286.25,155.0,29.6,991.65,308.57,46.55,86.75,0.0,1.32,16.7,29.38,1.77,18.03,1.1,83.68,2.8,10.32,1.67,,
"Alipur, Delhi - DPCC",03-Nov-2021,15:00,03-Nov-2021,16:00,261.0,129.0,28.32,991.0,188.57,50.0,89.25,0.0,1.02,16.85,30.08,1.9,17.5,1.1,81.15,2.88,9.8,1.5,,
"Alipur, Delhi - DPCC",03-Nov-2021,16:00,03-Nov-2021,17:00,297.75,132.0,25.93,990.68,75.9,56.98,79.07,0.0,1.23,18.23,32.45,2.52,15.4,1.1,59.2,2.02,9.1,1.5,,
"Alipur, Delhi - DPCC",03-Nov-2021,17:00,03-Nov-2021,18:00,322.25,143.5,22.45,990.75,12.88,66.5,76.83,0.0,1.25,24.1,43.5,2.78,10.93,1.18,36.95,1.15,7.88,1.5,,
"Alipur, Delhi - DPCC",03-Nov-2021,18:00,03-Nov-2021,19:00,343.75,205.25,20.2,991.22,4.18,75.7,77.1,0.0,0.95,26.35,48.0,2.62,7.62,1.42,23.07,1.18,8.03,1.1,,
"Alipur, Delhi - DPCC",03-Nov-2021,19:00,03-Nov-2021,20:00,368.0,286.0,19.2,991.78,4.23,79.35,77.05,0.0,1.12,22.38,40.33,2.42,7.58,1.5,23.05,1.18,8.3,1.38,,
"Alipur, Delhi - DPCC",03-Nov-2021,20:00,03-Nov-2021,21:00,399.0,316.75,18.7,992.2,4.25,80.78,77.1,0.0,1.4,24.1,43.15,2.45,7.03,1.73,17.38,1.23,8.55,1.9,,
"Alipur, Delhi - DPCC",03-Nov-2021,21:00,03-Nov-2021,22:00,488.0,391.5,18.43,992.48,4.22,82.0,77.0,0.0,9.3,48.1,76.05,2.55,7.62,1.9,4.78,1.48,9.25,1.98,,
"Alipur, Delhi - DPCC",03-Nov-2021,22:00,03-Nov-2021,23:00,432.5,307.75,18.08,992.72,4.15,85.95,77.03,0.0,31.5,66.85,77.45,2.12,7.67,2.1,3.17,1.98,11.38,2.45,,
"Alipur, Delhi - DPCC",03-Nov-2021,23:00,04-Nov-2021,00:00,473.75,290.25,17.75,992.7,4.17,87.15,82.12,0.0,57.0,77.45,58.35,2.12,7.15,2.25,3.83,1.7,11.47,2.42,,
"Alipur, Delhi - DPCC",04-Nov-2021,00:00,04-Nov-2021,01:00,487.75,277.75,17.55,992.6,4.12,86.9,92.5,0.0,71.62,99.25,76.62,2.17,8.68,2.42,4.17,1.9,14.7,2.83,,
"Alipur, Delhi - DPCC",04-Nov-2021,01:00,04-Nov-2021,02:00,437.0,282.25,17.32,992.62,4.2,87.27,43.03,0.0,53.23,79.05,67.05,2.15,8.52,2.17,3.4,2.08,20.97,3.3,,
"Alipur, Delhi - DPCC",04-Nov-2021,02:00,04-Nov-2021,03:00,407.75,278.5,16.67,992.3,4.12,87.68,21.77,0.0,8.3,38.5,59.6,3.2,5.7,1.4,3.95,2.2,24.08,3.33,,
"Alipur, Delhi - DPCC",04-Nov-2021,03:00,04-Nov-2021,04:00,358.75,275.0,16.12,992.02,4.2,88.38,21.85,0.0,14.4,40.45,51.83,2.9,6.02,1.55,3.62,2.62,25.7,3.5,,
"Alipur, Delhi - DPCC",04-Nov-2021,04:00,04-Nov-2021,05:00,332.25,275.25,15.67,991.95,4.2,89.22,21.77,0.0,16.3,36.77,43.42,2.55,5.7,1.5,3.38,2.2,27.23,3.65,,
"Alipur, Delhi - DPCC",04-Nov-2021,05:00,04-Nov-2021,06:00,310.5,268.25,15.5,992.25,4.25,89.78,21.98,0.0,31.2,46.2,38.92,2.35,5.97,1.58,2.83,1.95,27.65,3.48,,
"Alipur, Delhi - DPCC",04-Nov-2021,06:00,04-Nov-2021,07:00,312.5,273.75,15.32,992.42,8.05,91.12,22.02,0.0,25.2,43.2,42.58,2.42,5.9,1.5,2.95,1.92,26.73,3.67,,
"Alipur, Delhi - DPCC",04-Nov-2021,07:00,04-Nov-2021,08:00,315.25,278.75,16.05,992.97,59.8,90.95,22.15,0.0,31.27,43.77,34.12,2.53,5.55,1.43,3.22,1.92,24.3,3.27,,
"Alipur, Delhi - DPCC",04-Nov-2021,08:00,04-Nov-2021,09:00,355.0,275.5,18.12,993.75,166.28,82.53,244.22,0.0,18.83,43.35,52.58,2.5,6.67,1.5,5.05,1.8,22.5,3.12,,
"Alipur, Delhi - DPCC",04-Nov-2021,09:00,04-Nov-2021,10:00,397.75,290.75,21.68,994.12,286.2,70.57,258.2,0.0,3.4,20.4,33.15,2.05,11.15,1.55,12.23,2.58,19.35,2.65,,
"Alipur, Delhi - DPCC",04-Nov-2021,10:00,04-Nov-2021,11:00,445.0,359.0,24.45,994.08,367.58,61.92,237.3,0.0,2.1,16.8,28.35,2.05,12.23,1.6,25.1,2.32,15.9,1.92,,
"Alipur, Delhi - DPCC",04-Nov-2021,11:00,04-Nov-2021,12:00,470.0,376.0,26.0,993.15,445.0,56.0,238.32,0.0,1.5,15.33,26.52,2.3,13.95,1.6,42.7,1.9,13.95,1.73,,
"Alipur, Delhi - DPCC",04-Nov-2021,12:00,04-Nov-2021,13:00,480.0,374.0,27.62,992.05,429.1,53.17,246.0,0.0,1.48,13.85,23.8,2.25,13.45,1.58,53.17,1.97,11.55,1.23,,
"Alipur, Delhi - DPCC",04-Nov-2021,13:00,04-Nov-2021,14:00,461.0,364.0,28.2,990.95,377.57,51.85,253.0,0.0,1.25,12.12,20.85,2.23,12.4,1.5,59.53,1.92,9.65,1.73,,
"Alipur, Delhi - DPCC",04-Nov-2021,14:00,04-Nov-2021,15:00,425.0,343.0,27.92,990.45,266.22,52.25,237.02,0.0,0.95,10.95,19.1,181.5,12.38,1.37,47.05,2.03,8.12,1.1,,
"Alipur, Delhi - DPCC",04-Nov-2021,15:00,04-Nov-2021,16:00,396.0,315.0,27.02,990.12,151.65,55.33,269.23,0.0,1.02,10.65,18.45,5.72,11.4,1.3,43.12,1.67,7.85,1.45,,
"Alipur, Delhi - DPCC",04-Nov-2021,16:00,04-Nov-2021,17:00,393.0,322.0,24.68,990.1,61.72,63.75,275.62,0.0,1.0,11.97,20.95,4.0,9.87,1.4,32.25,1.68,6.97,1.98,,
"Alipur, Delhi - DPCC",04-Nov-2021,17:00,04-Nov-2021,18:00,373.0,322.0,21.75,990.52,10.47,72.05,275.77,0.0,1.18,18.23,32.52,4.08,7.97,1.6,23.35,1.32,6.72,1.2,,
"Alipur, Delhi - DPCC",04-Nov-2021,18:00,04-Nov-2021,19:00,447.0,370.0,20.52,991.18,4.27,77.53,275.68,0.0,1.25,24.82,44.75,3.98,7.72,2.02,14.32,1.48,6.62,1.35,,
"Alipur, Delhi - DPCC",04-Nov-2021,19:00,04-Nov-2021,20:00,531.0,451.0,19.27,991.7,4.28,82.25,274.85,0.0,0.9,25.02,45.75,3.73,7.25,2.03,10.07,1.5,6.77,1.85,,
"Alipur, Delhi - DPCC",04-Nov-2021,20:00,04-Nov-2021,21:00,531.0,501.0,18.48,991.97,4.22,85.72,274.67,0.0,4.78,33.83,56.38,3.95,7.03,2.5,5.27,1.8,6.9,2.07,,
"Alipur, Delhi - DPCC",04-Nov-2021,21:00,04-Nov-2021,22:00,716.0,666.0,17.93,992.25,4.2,87.35,274.7,0.0,13.62,44.55,62.78,3.83,8.53,2.67,3.1,1.95,8.55,2.25,,
"Alipur, Delhi - DPCC",04-Nov-2021,22:00,04-Nov-2021,23:00,943.0,895.0,17.52,992.4,4.25,88.15,274.7,0.0,3.27,31.27,53.8,3.45,8.13,2.15,3.1,1.95,10.05,1.62,,
"Alipur, Delhi - DPCC",04-Nov-2021,23:00,05-Nov-2021,00:00,769.0,730.0,17.05,992.3,4.25,88.68,275.23,0.0,4.3,26.6,43.38,3.45,6.6,2.2,3.5,2.15,9.7,1.88,,
"Alipur, Delhi - DPCC",05-Nov-2021,00:00,05-Nov-2021,01:00,775.0,763.0,16.65,992.28,4.2,89.07,275.62,0.0,15.68,33.9,39.65,3.48,5.3,2.3,3.57,2.0,9.68,1.65,,
"Alipur, Delhi - DPCC",05-Nov-2021,01:00,05-Nov-2021,02:00,726.0,714.0,16.48,992.35,4.2,90.7,275.77,0.0,21.38,35.92,34.75,3.42,5.27,2.27,2.7,1.82,9.27,2.0,,
"Alipur, Delhi - DPCC",05-Nov-2021,02:00,05-Nov-2021,03:00,743.0,724.0,16.43,991.95,4.23,92.0,275.9,0.0,11.4,27.88,34.95,3.08,6.3,2.0,3.2,1.8,10.18,2.27,,
"Alipur, Delhi - DPCC",05-Nov-2021,03:00,05-Nov-2021,04:00,,,15.93,991.75,4.28,92.43,275.4,0.0,8.12,22.28,29.4,3.22,5.67,1.92,2.95,1.7,11.0,1.9,,
"Alipur, Delhi - DPCC",05-Nov-2021,04:00,05-Nov-2021,05:00,,,15.7,991.77,4.25,92.8,275.6,0.0,2.8,16.12,26.0,3.12,5.47,1.8,3.5,1.57,10.52,1.95,,
"Alipur, Delhi - DPCC",05-Nov-2021,05:00,05-Nov-2021,06:00,,,15.3,992.1,4.3,92.9,275.82,0.0,2.22,13.35,21.65,3.15,4.62,1.7,3.48,1.6,10.05,1.98,,
"Alipur, Delhi - DPCC",05-Nov-2021,06:00,05-Nov-2021,07:00,,,15.2,992.65,7.53,92.97,277.2,0.0,3.33,15.45,23.93,3.1,4.72,1.8,2.77,2.05,10.03,2.08,,
"Alipur, Delhi - DPCC",05-Nov-2021,07:00,05-Nov-2021,08:00,,,15.62,993.17,51.05,93.0,283.82,0.0,12.88,23.55,24.57,3.08,4.9,1.83,3.12,2.15,9.38,1.82,,
"Alipur, Delhi - DPCC",05-Nov-2021,08:00,05-Nov-2021,09:00,481.0,464.0,17.8,994.18,140.8,91.18,235.8,0.0,21.95,37.35,36.58,3.02,5.65,2.05,4.22,2.02,9.05,1.62,,
"Alipur, Delhi - DPCC",05-Nov-2021,09:00,05-Nov-2021,10:00,533.0,486.0,19.7,994.4,246.53,80.55,248.2,0.0,3.0,21.77,36.33,3.38,6.93,1.78,11.3,1.87,8.3,2.02,,
"Alipur, Delhi - DPCC",05-Nov-2021,10:00,05-Nov-2021,11:00,512.0,465.0,23.12,993.65,349.12,67.18,235.47,0.0,2.08,16.53,27.88,2.9,10.03,1.6,19.57,1.62,7.68,1.68,,
"Alipur, Delhi - DPCC",05-Nov-2021,11:00,05-Nov-2021,12:00,500.0,444.0,25.85,993.37,432.35,56.2,249.3,0.0,1.4,12.32,20.95,2.6,15.48,1.25,32.05,1.75,7.28,1.62,,
"Alipur, Delhi - DPCC",05-Nov-2021,12:00,05-Nov-2021,13:00,379.0,338.0,27.38,992.52,428.55,51.4,255.47,0.0,1.32,9.7,16.53,2.5,14.95,1.1,39.23,2.05,6.6,1.08,,
"Alipur, Delhi - DPCC",05-Nov-2021,13:00,05-Nov-2021,14:00,338.0,285.0,27.62,991.42,364.27,50.55,251.53,0.0,1.07,8.78,14.82,2.7,14.2,1.07,46.15,1.72,5.8,1.02,,
"Alipur, Delhi - DPCC",05-Nov-2021,14:00,05-Nov-2021,15:00,349.0,282.0,27.48,990.2,259.62,49.3,245.9,0.0,1.0,7.55,12.6,2.6,14.65,1.1,46.38,0.88,5.2,1.25,,
"Alipur, Delhi - DPCC",05-Nov-2021,15:00,05-Nov-2021,16:00,301.0,239.0,26.5,989.5,158.15,51.18,244.05,0.0,1.08,8.1,13.6,2.6,13.55,1.1,43.8,1.05,4.67,1.02,,
"Alipur, Delhi - DPCC",05-Nov-2021,16:00,05-Nov-2021,17:00,289.0,234.0,23.62,989.15,73.17,60.5,306.6,0.0,1.05,12.75,22.35,2.58,11.17,1.23,28.05,1.05,4.25,0.8,,
"Alipur, Delhi - DPCC",05-Nov-2021,17:00,05-Nov-2021,18:00,348.0,239.0,20.15,989.15,12.57,68.47,300.35,0.0,1.12,21.28,38.2,3.08,10.07,1.38,19.82,0.8,4.38,0.45,,
"Alipur, Delhi - DPCC",05-Nov-2021,18:00,05-Nov-2021,19:00,367.0,279.0,18.45,989.47,4.62,77.22,300.2,0.0,2.1,33.0,58.83,3.17,8.43,1.83,7.17,1.18,5.45,0.45,,
"Alipur, Delhi - DPCC",05-Nov-2021,19:00,05-Nov-2021,20:00,405.0,324.0,17.38,989.98,4.7,82.7,299.88,0.0,32.08,63.12,69.47,3.52,8.15,2.1,3.05,1.53,6.0,1.32,,
"Alipur, Delhi - DPCC",05-Nov-2021,20:00,05-Nov-2021,21:00,432.0,345.0,16.65,990.2,4.68,85.78,299.95,0.0,47.45,77.75,73.43,3.95,8.53,2.35,3.42,1.58,6.17,1.4,,
"Alipur, Delhi - DPCC",05-Nov-2021,21:00,05-Nov-2021,22:00,501.0,434.0,16.18,990.35,4.6,86.9,300.02,0.0,32.02,59.55,62.65,3.6,8.4,2.38,2.95,1.8,7.07,2.15,,
"Alipur, Delhi - DPCC",05-Nov-2021,22:00,05-Nov-2021,23:00,531.0,449.0,15.97,990.57,4.57,86.82,299.65,0.0,29.77,57.88,63.12,3.58,8.9,2.23,3.33,2.0,8.42,1.97,,
"Alipur, Delhi - DPCC",05-Nov-2021,23:00,06-Nov-2021,00:00,519.0,456.0,15.92,990.45,4.55,84.05,271.0,0.0,3.77,33.17,56.5,3.1,8.0,1.6,5.0,2.27,8.95,2.62,,
"Alipur, Delhi - DPCC",06-Nov-2021,00:00,06-Nov-2021,01:00,439.0,400.0,15.8,990.1,4.55,80.6,232.22,0.0,1.43,23.68,42.33,2.92,8.43,1.23,10.1,2.1,8.6,2.38,,
"Alipur, Delhi - DPCC",06-Nov-2021,01:00,06-Nov-2021,02:00,395.0,381.0,15.4,990.02,4.62,79.62,225.83,0.0,1.48,19.18,33.85,3.0,7.95,1.23,5.8,1.82,8.7,1.93,,
"Alipur, Delhi - DPCC",06-Nov-2021,02:00,06-Nov-2021,03:00,,,14.82,989.83,4.62,83.9,201.32,0.0,1.43,18.95,33.48,2.62,6.88,1.55,6.55,1.35,8.43,1.67,,
"Alipur, Delhi - DPCC",06-Nov-2021,03:00,06-Nov-2021,04:00,,,14.8,989.5,4.65,85.0,201.98,0.0,1.4,19.52,34.6,2.83,6.65,1.7,5.43,1.32,7.88,1.85,,
"Alipur, Delhi - DPCC",06-Nov-2021,04:00,06-Nov-2021,05:00,447.0,434.0,14.78,989.57,4.62,85.88,169.27,0.0,1.47,17.88,31.32,2.77,6.03,1.65,4.15,1.25,7.5,1.98,,
"Alipur, Delhi - DPCC",06-Nov-2021,05:00,06-Nov-2021,06:00,,,15.1,989.8,4.62,83.5,225.7,0.0,1.2,15.47,27.2,2.8,5.2,1.52,5.5,1.3,7.12,1.8,,
"Alipur, Delhi - DPCC",06-Nov-2021,06:00,06-Nov-2021,07:00,403.0,382.0,14.1,990.12,8.5,86.65,211.65,0.0,1.52,14.5,24.88,2.45,4.75,1.52,3.57,2.1,6.35,1.9,,
"Alipur, Delhi - DPCC",06-Nov-2021,07:00,06-Nov-2021,08:00,390.0,387.0,14.97,990.88,67.62,83.32,201.48,0.0,3.0,17.6,28.45,2.33,5.2,1.6,4.85,1.77,5.65,1.12,,
"Alipur, Delhi - DPCC",06-Nov-2021,08:00,06-Nov-2021,09:00,410.0,382.0,18.48,991.97,201.88,69.72,227.95,0.0,3.38,19.88,32.15,2.35,8.02,1.5,11.15,1.55,5.45,1.15,,
"Alipur, Delhi - DPCC",06-Nov-2021,09:00,06-Nov-2021,10:00,444.0,406.0,21.77,992.68,333.48,59.55,238.73,0.0,1.97,15.9,26.82,2.55,13.3,1.32,24.3,1.35,4.72,1.4,,
