Station Name,From,FT,To,TT,PM10,PM2.5,"AT()","BP(mmHg)","SR(W/mt2)","RH(%)","WD(degree)","RF(mm)","NO(ug/m3)","NOx(ppb)","NO2(ug/m3)","NH3(ug/m3)","SO2(ug/m3)","CO(mg/m3)","Ozone(ug/m3)","Benzene()","Toluene()","Xylene()","MP-Xylene()","Eth-Xylene()"
"Alipur, Delhi - DPCC",27-Oct-2021,12:00,27-Oct-2021,13:00,178.0,99.0,28.45,994.12,571.23,44.6,240.68,0.0,1.22,6.57,10.4,1.65,9.18,0.6,63.95,0.88,6.42,0.68,,
"Alipur, Delhi - DPCC",27-Oct-2021,13:00,27-Oct-2021,14:00,151.0,74.0,29.1,992.4,528.6,42.2,242.17,0.0,1.15,5.65,8.9,1.77,8.9,0.5,64.72,0.97,5.75,0.1,,
"Alipur, Delhi - DPCC",27-Oct-2021,14:00,27-Oct-2021,15:00,132.0,53.0,29.17,991.48,413.52,40.85,238.65,0.0,1.02,5.45,8.68,1.58,8.6,0.6,65.88,0.85,5.28,0.07,,
"Alipur, Delhi - DPCC",27-Oct-2021,15:00,27-Oct-2021,16:00,136.0,53.0,28.5,990.85,263.02,41.35,244.43,0.0,1.2,5.93,9.3,1.45,8.72,0.6,72.23,0.97,4.8,0.17,,
"Alipur, Delhi - DPCC",27-Oct-2021,16:00,27-Oct-2021,17:00,152.0,64.0,26.65,990.65,115.5,45.22,239.68,0.0,1.0,8.32,14.08,1.77,8.9,0.67,67.2,0.8,4.38,0.05,,
"Alipur, Delhi - DPCC",27-Oct-2021,17:00,27-Oct-2021,18:00,188.0,66.0,22.17,990.7,17.42,58.75,284.4,0.0,1.48,15.68,27.18,2.02,8.95,0.8,49.62,0.55,5.0,0.6,,
"Alipur, Delhi - DPCC",27-Oct-2021,18:00,27-Oct-2021,19:00,216.0,74.0,19.88,991.05,4.43,66.53,267.1,0.0,1.67,39.17,71.03,1.8,10.38,1.1,18.77,0.6,34.2,2.27,,
"Alipur, Delhi - DPCC",27-Oct-2021,19:00,27-Oct-2021,20:00,440.0,123.0,19.02,991.5,4.4,72.33,267.0,0.0,1.43,44.7,81.92,1.68,11.6,1.2,8.0,1.18,151.4,3.65,,
"Alipur, Delhi - DPCC",27-Oct-2021,20:00,27-Oct-2021,21:00,387.0,136.0,19.15,991.98,4.47,72.12,269.82,0.0,1.85,40.38,72.97,1.77,9.78,1.1,10.75,1.05,124.25,2.77,,
"Alipur, Delhi - DPCC",27-Oct-2021,21:00,27-Oct-2021,22:00,305.0,127.0,19.7,992.1,4.57,68.67,264.52,0.0,1.68,29.9,53.55,1.88,9.38,1.02,16.75,1.4,46.9,1.52,,
"Alipur, Delhi - DPCC",27-Oct-2021,22:00,27-Oct-2021,23:00,296.0,132.0,18.75,992.05,4.6,71.18,264.4,0.0,1.3,20.73,36.98,1.48,8.4,0.92,20.95,1.15,37.18,0.82,,
"Alipur, Delhi - DPCC",27-Oct-2021,23:00,28-Oct-2021,00:00,227.0,136.0,17.43,991.93,4.57,76.95,261.9,0.0,1.23,19.6,34.95,1.6,5.12,0.95,12.7,0.88,15.65,0.4,,
"Alipur, Delhi - DPCC",28-Oct-2021,00:00,28-Oct-2021,01:00,227.0,143.0,16.85,991.75,4.57,79.38,256.95,0.0,1.95,25.33,44.6,1.52,4.85,1.0,5.57,0.95,14.65,0.98,,
"Alipur, Delhi - DPCC",28-Oct-2021,01:00,28-Oct-2021,02:00,235.0,150.0,16.95,991.52,4.53,76.92,244.4,0.0,2.55,26.58,46.02,1.38,4.82,1.0,3.4,1.03,14.52,0.52,,
"Alipur, Delhi - DPCC",28-Oct-2021,02:00,28-Oct-2021,03:00,310.0,186.0,16.27,991.35,4.53,79.6,245.8,0.0,1.5,25.2,45.0,3.0,5.9,1.0,4.7,0.82,46.48,0.5,,
"Alipur, Delhi - DPCC",28-Oct-2021,03:00,28-Oct-2021,04:00,305.0,190.0,15.55,991.52,4.5,82.4,237.12,0.0,2.55,27.15,47.15,2.23,5.3,1.0,3.55,1.5,43.23,0.82,,
"Alipur, Delhi - DPCC",28-Oct-2021,04:00,28-Oct-2021,05:00,302.0,186.0,15.17,991.67,4.45,82.95,222.3,0.0,2.38,23.65,40.8,2.42,4.97,1.08,3.4,1.57,28.55,0.55,,
"Alipur, Delhi - DPCC",28-Oct-2021,05:00,28-Oct-2021,06:00,251.0,195.0,14.65,992.0,4.4,85.5,217.1,0.0,2.0,21.4,37.18,2.25,5.88,1.02,3.42,1.82,18.12,1.12,,
"Alipur, Delhi - DPCC",28-Oct-2021,06:00,28-Oct-2021,07:00,268.0,200.0,14.45,992.67,10.93,86.7,225.77,0.0,3.25,22.95,38.18,1.63,6.55,1.0,3.05,1.88,14.6,0.78,,
"Alipur, Delhi - DPCC",28-Oct-2021,07:00,28-Oct-2021,08:00,279.0,201.0,16.6,993.47,84.75,80.78,235.25,0.0,4.5,24.3,38.75,2.43,7.78,1.0,4.8,1.6,11.55,0.68,,
"Alipur, Delhi - DPCC",28-Oct-2021,08:00,28-Oct-2021,09:00,248.0,184.0,20.43,995.08,239.8,68.77,240.42,0.0,4.47,21.73,33.98,2.17,9.38,1.0,13.42,1.5,9.88,0.65,,
"Alipur, Delhi - DPCC",28-Oct-2021,09:00,28-Oct-2021,10:00,243.0,184.0,23.98,995.78,382.7,59.7,260.75,0.0,3.28,17.32,27.52,1.67,10.38,1.02,30.6,1.15,16.02,0.52,,
"Alipur, Delhi - DPCC",28-Oct-2021,10:00,28-Oct-2021,11:00,246.0,158.0,26.45,995.65,472.27,53.08,243.6,0.0,1.83,11.75,19.32,1.8,10.17,0.8,50.75,0.82,10.35,0.88,,
"Alipur, Delhi - DPCC",28-Oct-2021,11:00,28-Oct-2021,12:00,200.0,101.0,28.1,994.95,594.75,48.75,239.3,0.0,1.5,8.07,12.85,2.27,9.18,0.65,67.28,0.93,37.68,0.4,,
"Alipur, Delhi - DPCC",28-Oct-2021,12:00,28-Oct-2021,13:00,145.0,72.0,28.8,994.02,597.6,45.8,242.42,0.0,1.2,6.6,10.6,1.98,8.08,0.6,77.47,0.62,9.1,0.2,,
"Alipur, Delhi - DPCC",28-Oct-2021,13:00,28-Oct-2021,14:00,118.0,58.0,29.25,993.12,536.0,43.9,227.28,0.0,1.18,6.68,10.78,2.83,6.65,0.53,71.77,0.85,6.8,0.0,,
"Alipur, Delhi - DPCC",28-Oct-2021,14:00,28-Oct-2021,15:00,125.0,61.0,29.5,992.47,422.95,43.02,243.43,0.0,1.08,5.78,9.22,3.62,7.78,0.65,60.98,1.2,6.92,0.17,,
"Alipur, Delhi - DPCC",28-Oct-2021,15:00,28-Oct-2021,16:00,121.0,63.0,29.1,991.8,284.3,44.27,244.27,0.0,0.85,5.75,9.45,2.77,11.7,0.75,66.6,0.4,5.8,0.12,,
"Alipur, Delhi - DPCC",28-Oct-2021,16:00,28-Oct-2021,17:00,,,27.12,991.67,131.08,50.17,240.62,0.0,1.17,7.63,12.48,2.4,13.7,0.77,53.78,0.3,4.8,0.07,,
"Alipur, Delhi - DPCC",28-Oct-2021,17:00,28-Oct-2021,18:00,161.0,68.0,22.38,991.6,18.23,62.05,269.27,0.0,1.42,15.95,27.92,11.03,8.03,0.77,33.0,0.38,5.43,0.45,,
"Alipur, Delhi - DPCC",28-Oct-2021,18:00,28-Oct-2021,19:00,265.0,78.0,20.25,991.85,4.72,68.33,268.77,0.0,1.73,39.22,71.03,6.37,8.53,1.12,12.93,0.47,13.18,0.47,,
"Alipur, Delhi - DPCC",28-Oct-2021,19:00,28-Oct-2021,20:00,392.0,125.0,19.42,992.27,4.67,71.5,269.02,0.0,5.97,44.62,74.67,4.38,8.1,1.27,7.85,0.72,25.8,1.43,,
"Alipur, Delhi - DPCC",28-Oct-2021,20:00,28-Oct-2021,21:00,351.0,139.0,18.55,992.6,4.68,76.2,268.98,0.0,58.65,97.45,93.25,3.52,12.2,1.93,3.0,1.32,24.48,1.88,,
"Alipur, Delhi - DPCC",28-Oct-2021,21:00,28-Oct-2021,22:00,521.0,193.0,18.12,992.82,4.67,78.7,269.23,0.0,71.5,109.52,96.3,3.33,16.1,2.2,3.02,2.2,41.83,5.32,,
"Alipur, Delhi - DPCC",28-Oct-2021,22:00,28-Oct-2021,23:00,525.0,204.0,17.62,992.93,4.7,80.35,268.32,0.0,112.0,140.7,92.63,3.12,15.6,2.35,3.38,2.73,60.75,8.05,,
"Alipur, Delhi - DPCC",28-Oct-2021,23:00,29-Oct-2021,00:00,553.0,216.0,17.38,992.77,4.7,78.28,261.0,0.0,39.65,74.35,78.85,4.03,7.35,1.58,3.02,3.72,76.48,11.57,,
"Alipur, Delhi - DPCC",29-Oct-2021,00:00,29-Oct-2021,01:00,338.0,169.0,16.8,992.67,4.67,80.1,240.53,0.0,20.88,52.32,66.4,3.88,5.7,1.32,2.85,3.77,67.8,8.9,,
"Alipur, Delhi - DPCC",29-Oct-2021,01:00,29-Oct-2021,02:00,301.0,184.0,16.18,992.7,4.67,83.3,238.05,0.0,27.17,53.58,59.1,3.53,4.35,1.2,2.6,3.2,61.93,7.9,,
"Alipur, Delhi - DPCC",29-Oct-2021,02:00,29-Oct-2021,03:00,327.0,186.0,15.68,992.73,4.67,85.83,238.1,0.0,46.5,62.2,45.7,2.1,3.3,1.2,2.4,1.7,52.5,6.17,,
"Alipur, Delhi - DPCC",29-Oct-2021,03:00,29-Oct-2021,04:00,320.0,185.0,15.3,993.02,4.6,87.55,239.12,0.0,88.57,93.62,40.33,1.08,3.0,1.35,2.68,1.25,44.05,5.82,,
"Alipur, Delhi - DPCC",29-Oct-2021,04:00,29-Oct-2021,05:00,342.0,201.0,15.1,993.33,4.6,88.12,219.07,0.0,88.5,90.05,33.6,1.23,4.1,1.35,2.85,1.32,40.03,6.25,,
"Alipur, Delhi - DPCC",29-Oct-2021,05:00,29-Oct-2021,06:00,302.0,207.0,14.95,993.68,4.55,88.75,211.08,0.0,129.55,126.28,38.65,0.83,6.57,1.35,2.88,1.45,34.92,4.7,,
"Alipur, Delhi - DPCC",29-Oct-2021,06:00,29-Oct-2021,07:00,338.0,211.0,14.82,994.35,11.22,88.95,211.15,0.0,112.88,111.95,36.77,0.78,6.7,1.43,3.05,1.18,29.2,4.3,,
"Alipur, Delhi - DPCC",29-Oct-2021,07:00,29-Oct-2021,08:00,348.0,212.0,16.1,995.58,89.53,88.3,213.55,0.0,52.95,64.08,39.25,1.73,5.3,1.37,3.23,1.77,26.15,4.38,,
"Alipur, Delhi - DPCC",29-Oct-2021,08:00,29-Oct-2021,09:00,342.0,212.0,20.55,996.53,254.52,72.28,234.4,0.0,19.85,47.4,58.6,1.57,6.35,1.32,4.93,2.05,23.65,4.05,,
"Alipur, Delhi - DPCC",29-Oct-2021,09:00,29-Oct-2021,10:00,343.0,224.0,24.28,996.95,404.2,60.12,122.55,0.0,9.85,37.9,56.2,2.12,21.6,1.3,18.55,2.33,23.1,3.5,,
"Alipur, Delhi - DPCC",29-Oct-2021,10:00,29-Oct-2021,11:00,381.0,239.0,27.2,996.93,483.17,53.5,99.8,0.0,3.35,25.82,43.45,2.1,31.6,1.15,44.47,2.58,26.77,3.22,,
"Alipur, Delhi - DPCC",29-Oct-2021,11:00,29-Oct-2021,12:00,401.0,218.0,28.77,996.45,585.15,48.05,131.75,0.0,1.68,14.0,23.77,2.2,24.95,0.75,60.23,2.88,29.55,2.9,,
"Alipur, Delhi - DPCC",29-Oct-2021,12:00,29-Oct-2021,13:00,216.0,114.0,30.0,995.55,552.1,45.05,187.47,0.0,1.1,12.25,21.3,2.0,24.6,0.7,74.8,2.77,28.5,1.85,,
"Alipur, Delhi - DPCC",29-Oct-2021,13:00,29-Oct-2021,14:00,230.0,125.0,30.68,994.5,547.52,40.6,247.68,0.0,1.02,7.78,12.97,1.63,14.85,0.47,62.88,1.7,25.05,1.65,,
"Alipur, Delhi - DPCC",29-Oct-2021,14:00,29-Oct-2021,15:00,119.0,67.0,30.65,993.95,426.9,40.85,223.3,0.0,0.97,6.75,11.12,1.68,12.75,0.7,64.2,1.2,20.05,1.77,,
"Alipur, Delhi - DPCC",29-Oct-2021,15:00,29-Oct-2021,16:00,132.0,74.0,29.5,993.85,255.55,45.62,180.4,0.0,1.08,8.0,13.3,1.95,13.05,0.7,55.35,0.85,16.65,1.7,,
"Alipur, Delhi - DPCC",29-Oct-2021,16:00,29-Oct-2021,17:00,201.0,74.0,27.02,993.47,108.57,49.62,285.02,0.0,1.45,10.0,16.52,2.5,11.13,0.72,68.3,0.55,15.3,1.55,,
"Alipur, Delhi - DPCC",29-Oct-2021,17:00,29-Oct-2021,18:00,243.0,75.0,22.58,993.17,17.38,58.8,288.32,0.0,1.2,19.88,35.48,2.48,10.25,0.98,41.72,0.6,12.32,1.05,,
"Alipur, Delhi - DPCC",29-Oct-2021,18:00,29-Oct-2021,19:00,222.0,110.0,20.65,993.55,4.7,64.72,293.23,0.0,1.45,37.62,68.52,2.22,9.55,1.02,13.12,1.23,8.85,1.18,,
"Alipur, Delhi - DPCC",29-Oct-2021,19:00,29-Oct-2021,20:00,300.0,116.0,19.68,993.95,4.7,69.2,182.05,0.0,11.02,45.83,69.38,1.88,8.22,1.2,7.9,1.43,8.38,0.65,,
"Alipur, Delhi - DPCC",29-Oct-2021,20:00,29-Oct-2021,21:00,326.0,146.0,19.08,994.42,4.67,72.28,84.97,0.0,24.73,64.0,82.32,1.7,8.7,1.35,2.55,1.4,8.82,2.38,,
"Alipur, Delhi - DPCC",29-Oct-2021,21:00,29-Oct-2021,22:00,322.0,145.0,18.38,994.57,4.68,76.67,23.48,0.0,40.8,74.07,76.95,1.57,7.85,1.65,2.5,1.65,9.68,2.75,,
"Alipur, Delhi - DPCC",29-Oct-2021,22:00,29-Oct-2021,23:00,426.0,156.0,17.95,994.62,4.7,77.5,168.03,0.0,45.7,75.05,71.33,1.35,8.57,1.55,2.3,1.7,14.22,2.67,,
"Alipur, Delhi - DPCC",29-Oct-2021,23:00,30-Oct-2021,00:00,340.0,143.0,17.78,994.5,4.7,75.47,176.38,0.0,20.55,53.88,69.88,1.43,6.75,1.1,2.25,1.95,19.1,2.55,,
"Alipur, Delhi - DPCC",30-Oct-2021,00:00,30-Oct-2021,01:00,290.0,132.0,16.93,994.35,4.7,77.8,248.65,0.0,52.6,81.53,72.57,1.62,7.6,1.25,,1.85,26.18,2.75,,
"Alipur, Delhi - DPCC",30-Oct-2021,01:00,30-Oct-2021,02:00,371.0,163.0,16.4,994.17,4.7,78.52,251.07,0.0,27.57,58.5,67.75,1.82,6.8,1.0,,1.48,41.92,2.4,,
"Alipur, Delhi - DPCC",30-Oct-2021,02:00,30-Oct-2021,03:00,333.0,163.0,16.1,993.95,4.65,79.08,245.77,0.0,11.3,40.4,58.5,3.1,7.3,1.0,,1.33,41.55,2.38,,
"Alipur, Delhi - DPCC",30-Oct-2021,03:00,30-Oct-2021,04:00,307.0,189.0,15.93,993.85,4.62,77.12,228.85,0.0,5.47,34.22,55.9,2.8,7.12,1.0,,1.38,42.9,2.2,,
"Alipur, Delhi - DPCC",30-Oct-2021,04:00,30-Oct-2021,05:00,262.0,188.0,15.1,993.82,4.7,80.35,208.2,0.0,7.57,33.83,50.75,2.35,5.97,1.0,2.1,1.05,41.77,2.32,,
"Alipur, Delhi - DPCC",30-Oct-2021,05:00,30-Oct-2021,06:00,285.0,183.0,15.12,994.18,4.65,79.2,219.3,0.0,3.95,28.4,47.35,2.4,8.28,1.02,3.25,1.45,32.85,1.73,,
"Alipur, Delhi - DPCC",30-Oct-2021,06:00,30-Oct-2021,07:00,323.0,238.0,15.53,994.78,11.25,77.35,234.02,0.0,2.8,24.95,42.6,1.93,10.62,1.1,4.05,2.12,24.43,1.68,,
"Alipur, Delhi - DPCC",30-Oct-2021,07:00,30-Oct-2021,08:00,276.0,215.0,17.25,995.65,93.97,73.33,244.38,0.0,7.3,29.27,43.85,1.52,12.85,1.2,4.95,1.8,18.7,1.6,,
"Alipur, Delhi - DPCC",30-Oct-2021,08:00,30-Oct-2021,09:00,338.0,227.0,21.7,996.75,284.25,62.3,249.98,0.0,5.42,26.0,40.5,1.6,15.18,1.05,15.62,1.9,16.68,1.15,,
"Alipur, Delhi - DPCC",30-Oct-2021,09:00,30-Oct-2021,10:00,282.0,178.0,25.42,997.17,450.12,52.67,252.45,0.0,2.4,13.72,22.12,1.52,13.92,0.8,30.83,1.6,14.07,0.8,,
"Alipur, Delhi - DPCC",30-Oct-2021,10:00,30-Oct-2021,11:00,179.0,108.0,28.1,997.05,544.8,46.0,231.53,0.0,1.72,10.25,16.62,1.48,12.07,0.57,40.47,1.6,11.78,0.9,,
"Alipur, Delhi - DPCC",30-Oct-2021,11:00,30-Oct-2021,12:00,155.0,63.0,29.3,996.37,676.23,42.45,229.3,0.0,1.1,6.33,10.18,1.38,8.88,0.5,49.55,1.35,9.68,0.73,,
"Alipur, Delhi - DPCC",30-Oct-2021,12:00,30-Oct-2021,13:00,138.0,52.0,30.1,995.38,680.85,41.38,248.72,0.0,1.3,6.25,9.8,1.57,8.85,0.43,50.7,1.38,8.33,0.88,,
"Alipur, Delhi - DPCC",30-Oct-2021,13:00,30-Oct-2021,14:00,112.0,51.0,30.77,994.05,613.43,40.73,236.6,0.0,1.15,5.57,8.7,1.73,6.88,0.4,51.43,1.05,7.35,0.5,,
"Alipur, Delhi - DPCC",30-Oct-2021,14:00,30-Oct-2021,15:00,99.0,45.0,30.22,993.25,426.93,39.98,234.5,0.0,1.07,5.75,9.15,1.57,7.65,0.6,51.45,1.1,6.62,0.53,,
"Alipur, Delhi - DPCC",30-Oct-2021,15:00,30-Oct-2021,16:00,102.0,44.0,30.05,992.8,307.8,39.6,232.0,0.0,1.07,6.3,10.15,1.8,7.95,0.6,51.85,0.9,5.95,0.73,,
"Alipur, Delhi - DPCC",30-Oct-2021,16:00,30-Oct-2021,17:00,124.0,55.0,28.12,991.88,126.4,43.38,242.9,0.0,1.25,9.28,15.6,10.05,8.0,0.6,48.4,0.95,5.05,0.22,,
"Alipur, Delhi - DPCC",30-Oct-2021,17:00,30-Oct-2021,18:00,167.0,59.0,23.32,991.33,16.43,55.62,189.45,0.0,1.32,16.12,28.25,20.32,9.3,0.8,34.38,1.02,4.75,0.55,,
"Alipur, Delhi - DPCC",30-Oct-2021,18:00,30-Oct-2021,19:00,200.0,73.0,20.8,991.55,4.7,63.6,59.08,0.0,1.05,32.27,60.47,3.9,10.85,1.18,18.3,0.88,14.92,0.38,,
"Alipur, Delhi - DPCC",30-Oct-2021,19:00,30-Oct-2021,20:00,322.0,116.0,19.95,991.82,4.65,66.42,238.62,0.0,1.2,32.75,59.77,3.17,11.73,1.23,17.25,0.93,40.8,1.08,,
"Alipur, Delhi - DPCC",30-Oct-2021,20:00,30-Oct-2021,21:00,326.0,135.0,19.05,992.07,4.65,69.68,299.88,0.0,1.9,34.6,62.12,2.77,12.25,1.2,11.22,0.98,55.45,0.95,,
"Alipur, Delhi - DPCC",30-Oct-2021,21:00,30-Oct-2021,22:00,318.0,155.0,19.23,992.02,4.6,68.85,232.22,0.0,1.77,30.45,54.55,2.5,13.82,1.25,13.03,1.05,45.45,1.27,,
"Alipur, Delhi - DPCC",30-Oct-2021,22:00,30-Oct-2021,23:00,320.0,185.0,19.3,992.1,4.55,67.5,251.1,0.0,1.68,26.75,47.73,2.62,14.63,1.1,14.93,1.02,37.2,1.3,,
"Alipur, Delhi - DPCC",30-Oct-2021,23:00,31-Oct-2021,00:00,337.0,195.0,19.2,991.88,4.57,67.42,236.58,0.0,1.32,25.5,45.93,2.82,12.6,1.22,12.43,1.03,38.05,0.57,,
"Alipur, Delhi - DPCC",31-Oct-2021,00:00,31-Oct-2021,01:00,394.0,235.0,19.45,991.7,4.55,66.62,231.0,0.0,1.25,23.62,42.55,3.35,12.57,1.3,12.05,1.0,39.83,1.18,,
"Alipur, Delhi - DPCC",31-Oct-2021,01:00,31-Oct-2021,02:00,431.0,294.0,17.8,991.5,4.62,72.03,218.45,0.0,1.45,22.27,39.73,3.1,10.3,1.3,9.1,0.85,37.52,0.98,,
"Alipur, Delhi - DPCC",31-Oct-2021,02:00,31-Oct-2021,03:00,390.0,301.0,17.65,991.25,4.6,73.22,218.22,0.0,1.9,20.3,35.4,4.3,8.8,1.3,10.75,1.0,30.92,0.85,,
"Alipur, Delhi - DPCC",31-Oct-2021,03:00,31-Oct-2021,04:00,401.0,316.0,16.88,991.12,4.62,76.72,207.85,0.0,1.45,22.98,41.05,3.2,9.18,1.3,6.52,0.87,23.88,1.0,,
"Alipur, Delhi - DPCC",31-Oct-2021,04:00,31-Oct-2021,05:00,389.0,299.0,16.75,991.47,4.57,78.25,218.9,0.0,1.63,21.38,37.75,3.03,11.17,1.18,6.45,1.1,20.2,0.88,,
"Alipur, Delhi - DPCC",31-Oct-2021,05:00,31-Oct-2021,06:00,351.0,265.0,15.95,992.05,4.5,80.67,212.43,0.0,1.4,20.7,36.75,2.48,8.7,1.1,5.22,1.48,16.25,0.93,,
"Alipur, Delhi - DPCC",31-Oct-2021,06:00,31-Oct-2021,07:00,329.0,238.0,15.68,992.83,9.97,82.12,207.03,0.0,4.42,25.25,40.7,2.35,7.8,1.2,3.5,1.08,13.85,0.7,,
"Alipur, Delhi - DPCC",31-Oct-2021,07:00,31-Oct-2021,08:00,335.0,239.0,17.88,993.62,76.05,74.77,221.28,0.0,5.7,27.48,42.95,2.07,9.75,1.1,5.7,1.0,12.25,1.0,,
"Alipur, Delhi - DPCC",31-Oct-2021,08:00,31-Oct-2021,09:00,362.0,224.0,20.5,994.18,221.02,68.35,222.27,0.0,7.28,30.77,46.72,2.05,13.9,1.2,9.38,1.2,11.35,0.78,,
"Alipur, Delhi - DPCC",31-Oct-2021,09:00,31-Oct-2021,10:00,373.0,200.0,23.55,994.67,369.8,60.53,231.62,0.0,3.9,22.4,36.05,2.3,19.85,1.05,24.03,1.3,10.88,0.98,,
"Alipur, Delhi - DPCC",31-Oct-2021,10:00,31-Oct-2021,11:00,331.0,166.0,25.88,994.77,464.98,55.0,238.35,0.0,2.17,15.15,25.08,2.5,20.13,0.85,39.52,0.95,10.07,0.8,,
"Alipur, Delhi - DPCC",31-Oct-2021,11:00,31-Oct-2021,12:00,301.0,146.0,27.93,994.07,585.58,50.85,236.03,0.0,1.3,10.38,17.45,2.77,17.18,0.75,49.35,0.93,12.38,0.98,,
"Alipur, Delhi - DPCC",31-Oct-2021,12:00,31-Oct-2021,13:00,267.0,122.0,29.5,992.95,601.4,46.98,242.18,0.0,1.2,7.33,12.02,2.65,14.43,0.6,53.17,0.7,20.08,0.57,,
"Alipur, Delhi - DPCC",31-Oct-2021,13:00,31-Oct-2021,14:00,218.0,83.0,29.85,991.85,566.12,44.58,239.62,0.0,0.95,5.97,9.8,1.97,17.05,0.53,55.73,0.85,17.25,0.38,,
"Alipur, Delhi - DPCC",31-Oct-2021,14:00,31-Oct-2021,15:00,188.0,73.0,30.08,991.15,455.07,43.22,232.57,0.0,0.83,5.45,8.95,2.38,14.07,0.67,55.77,0.62,14.53,0.32,,
"Alipur, Delhi - DPCC",31-Oct-2021,15:00,31-Oct-2021,16:00,172.0,57.0,30.0,990.9,309.05,42.05,245.9,0.0,1.1,5.88,9.38,2.3,10.38,0.6,50.42,1.1,14.65,0.38,,
"Alipur, Delhi - DPCC",31-Oct-2021,16:00,31-Oct-2021,17:00,150.0,56.0,28.17,990.95,133.5,44.38,247.03,0.0,1.2,8.43,13.97,1.7,9.2,0.65,43.48,1.48,15.6,0.57,,
"Alipur, Delhi - DPCC",31-Oct-2021,17:00,31-Oct-2021,18:00,155.0,53.0,22.98,990.62,16.57,54.78,259.55,0.0,1.3,16.77,29.5,1.82,11.18,0.75,31.48,1.12,30.15,0.47,,
"Alipur, Delhi - DPCC",31-Oct-2021,18:00,31-Oct-2021,19:00,211.0,68.0,19.8,990.18,4.53,63.0,261.02,0.0,1.3,36.3,66.17,1.55,12.88,1.0,13.45,1.02,58.95,0.6,,
"Alipur, Delhi - DPCC",31-Oct-2021,19:00,31-Oct-2021,20:00,279.0,91.0,18.32,990.7,4.5,69.38,260.95,0.0,33.33,75.6,90.95,1.2,12.2,1.7,3.53,1.2,63.5,0.92,,
"Alipur, Delhi - DPCC",31-Oct-2021,20:00,31-Oct-2021,21:00,381.0,139.0,18.0,990.9,4.6,72.85,260.48,0.0,76.25,112.17,94.02,1.12,14.62,2.0,3.05,1.27,54.33,2.78,,
"Alipur, Delhi - DPCC",31-Oct-2021,21:00,31-Oct-2021,22:00,493.0,185.0,17.3,991.07,4.57,74.97,259.5,0.0,66.35,101.85,89.78,1.6,18.15,1.92,3.05,1.8,47.3,6.7,,
"Alipur, Delhi - DPCC",31-Oct-2021,22:00,31-Oct-2021,23:00,381.0,190.0,16.75,991.15,4.62,80.12,259.38,0.0,77.55,106.85,81.97,2.12,15.33,1.98,2.52,1.95,41.58,7.55,,
"Alipur, Delhi - DPCC",31-Oct-2021,23:00,01-Nov-2021,00:00,387.0,182.0,16.32,991.17,4.55,83.15,259.75,0.0,194.75,200.88,79.05,1.45,11.1,2.5,2.95,1.95,44.05,7.85,,
"Alipur, Delhi - DPCC",01-Nov-2021,00:00,01-Nov-2021,01:00,482.0,206.0,15.83,991.02,4.4,84.53,236.88,0.0,185.62,194.47,81.32,1.33,11.18,2.52,3.23,1.93,47.25,7.95,,
"Alipur, Delhi - DPCC",01-Nov-2021,01:00,01-Nov-2021,02:00,409.0,197.0,16.03,991.17,4.33,84.57,56.5,0.0,78.08,97.35,63.32,2.42,8.18,1.97,3.1,2.13,52.7,9.47,,
"Alipur, Delhi - DPCC",01-Nov-2021,02:00,01-Nov-2021,03:00,376.0,168.0,15.03,990.93,4.35,87.03,50.3,0.0,35.8,54.2,46.9,4.2,4.8,1.2,3.4,2.2,55.25,7.9,,
"Alipur, Delhi - DPCC",01-Nov-2021,03:00,01-Nov-2021,04:00,262.0,155.0,14.65,990.95,4.3,88.18,50.28,0.0,32.03,46.67,38.62,3.12,3.67,1.22,3.42,3.0,52.35,6.18,,
"Alipur, Delhi - DPCC",01-Nov-2021,04:00,01-Nov-2021,05:00,244.0,172.0,14.77,991.32,4.2,88.83,50.32,0.0,66.15,75.35,40.38,2.42,5.23,1.57,3.95,2.5,47.4,5.02,,
"Alipur, Delhi - DPCC",01-Nov-2021,05:00,01-Nov-2021,06:00,298.0,205.0,14.85,991.53,4.25,89.45,50.67,0.0,158.22,149.5,38.45,1.7,10.03,2.23,6.07,2.58,41.88,5.15,,
"Alipur, Delhi - DPCC",01-Nov-2021,06:00,01-Nov-2021,07:00,387.0,229.0,14.5,992.03,9.9,90.18,51.25,0.0,107.77,104.58,31.43,2.02,9.25,1.95,5.0,2.92,40.85,4.85,,
"Alipur, Delhi - DPCC",01-Nov-2021,07:00,01-Nov-2021,08:00,364.0,202.0,15.65,992.57,81.25,89.97,50.38,0.0,92.12,96.23,39.85,2.08,9.17,2.13,4.6,2.83,39.75,5.17,,
"Alipur, Delhi - DPCC",01-Nov-2021,08:00,01-Nov-2021,09:00,280.0,185.0,19.77,993.07,232.82,77.17,92.6,0.0,40.45,79.92,88.35,2.53,9.55,1.6,4.83,3.15,36.25,5.57,,
"Alipur, Delhi - DPCC",01-Nov-2021,09:00,01-Nov-2021,10:00,272.0,172.0,25.07,993.2,374.4,58.45,86.28,0.0,14.18,53.92,79.62,2.95,16.1,1.37,11.4,2.75,32.05,5.7,,
"Alipur, Delhi - DPCC",01-Nov-2021,10:00,01-Nov-2021,11:00,310.0,173.0,28.18,993.25,455.45,48.65,128.57,0.0,6.97,39.12,61.67,2.9,18.43,1.05,25.15,2.4,26.73,5.78,,
